"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Cost per Website Content Views (USD)","Cost per Website Checkout Initiated (USD)","Cost per Website Registration Completed (USD)","Cost per Website Lead (USD)","Cost per Website Search (USD)","Cost per Website Add to Wishlist (USD)","Cost per Page Like (USD)","Video Percentage Watched","Cost per 10-Second Video View (USD)","Post Reactions","Post Comments","Post Shares","Link Clicks","Website Registrations Completed","Website Leads","Website Purchases","Website Checkouts Initiated Conversion Value","Website Adds to Wishlist","Website Checkouts Initiated","Website Searches","Video Watches at 50%","Video Watches at 75%"
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"New York",7,Daily,0.4,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Macon,7,Daily,0.06,0,18.181818181818,,,,,0.06,,0.06,,,0,,,,,,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Philadelphia,7,Daily,0.48,0,2.5,2.5,0.48,,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Detroit,7,Daily,0.47,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Boston (Manchester)",7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Savannah,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Pittsburgh,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Cleveland-Akron (Canton)",7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Washington, DC (Hagrstwn)",7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Baltimore,7,Daily,0.43,0,7.6923076923077,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Buffalo,7,Daily,0.13,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Cincinnati,7,Daily,0.06,0,14.285714285714,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Charlotte,7,Daily,0.29,0,3.7037037037037,3.7037037037037,0.29,,,0.03625,,0.29,,,0,,,,,1,8,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Greensboro-H.Point-W.Salem,7,Daily,0.14,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Charleston, SC",7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Augusta-Aiken,7,Daily,0.15,0,9.0909090909091,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Providence-New Bedford",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Columbus, GA (Opelika, Al)",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Atlanta,7,Daily,1.44,0,1.8348623853211,0.91743119266055,1.44,,,1.44,,1.44,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Indianapolis,7,Daily,0.33,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Miami-Ft. Lauderdale",7,Daily,0.51,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Louisville,7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Tallahassee-Thomasville,7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Hartford & New Haven",7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Orlando-Daytona Bch-Melbrn",7,Daily,0.14,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Columbus, OH",7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Rochester, NY",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Tampa-St. Pete (Sarasota)",7,Daily,0.22,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Lexington,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Dayton,7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Springfield-Holyoke,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Norfolk-Portsmth-Newpt Nws",7,Daily,0.21,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Columbia, SC",7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Toledo,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"West Palm Beach-Ft. Pierce",7,Daily,0.32,0,7.1428571428571,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Wilmington,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Lansing,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Syracuse,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Richmond-Petersburg,7,Daily,0.2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Knoxville,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Raleigh-Durham (Fayetvlle)",7,Daily,0.58,0,2.7027027027027,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Jacksonville,7,Daily,0.2,0,5,,,,,,,,,,0,,1,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Chattanooga,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Wilkes Barre-Scranton-Hztn",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Chicago,7,Daily,0.48,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Topeka,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"St. Louis",7,Daily,0.16,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Rochestr-Mason City-Austin",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Shreveport,7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Minneapolis-St. Paul",7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Kansas City",7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Milwaukee,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Houston,7,Daily,1.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Springfield, MO",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"New Orleans",7,Daily,0.13,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Dallas-Ft. Worth",7,Daily,0.58,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Waco-Temple-Bryan,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Wichita Falls & Lawton",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Birmingham (Ann And Tusc)",7,Daily,0.24,0,3.2258064516129,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Odessa-Midland,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Harlingen-Wslco-Brnsvl-Mca,7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Memphis,7,Daily,0.31,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"San Antonio",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Lafayette, LA",7,Daily,0.1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Oklahoma City",7,Daily,0.1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Lubbock,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Omaha,7,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Nashville,7,Daily,0.16,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Madison,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Tulsa,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Peoria-Bloomington,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Wichita-Hutchinson Plus",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Des Moines-Ames",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Mobile-Pensacola (Ft Walt)",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Huntsville-Decatur (Flor)",7,Daily,0.17,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Beaumont-Port Arthur",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Little Rock-Pine Bluff",7,Daily,0.07,0,20,10,0.07,,,0.07,,0.07,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Montgomery-Selma,7,Daily,0.08,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Baton Rouge",7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Jackson, MS",7,Daily,0.18,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Anchorage,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Honolulu,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Denver,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Phoenix (Prescott)",7,Daily,0.19,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Boise,7,Daily,0.06,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"El Paso (Las Cruces)",7,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Salt Lake City",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Tucson (Sierra Vista)",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Bakersfield,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Los Angeles",7,Daily,0.77,0,1.5625,,,,,,,,,0.77,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"San Francisco-Oak-San Jose",7,Daily,0.18,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Reno,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Seattle-Tacoma,7,Daily,0.19,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Portland, OR",7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"San Diego",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,"Las Vegas",7,Daily,0.3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Sacramnto-Stkton-Modesto,7,Daily,0.12,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Fresno-Visalia,7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_6txt_SendLane2544,Spokane,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"New York",5,Daily,1.1,0.13,4.5045045045045,1.8018018018018,0.55,,,1.1,,0.55,,,0,,,,,2,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Macon,5,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Philadelphia,5,Daily,0.3,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Detroit,5,Daily,0.76,0.12,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Boston (Manchester)",5,Daily,0.15,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Savannah,5,Daily,0.11,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Pittsburgh,5,Daily,0.09,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Ft. Wayne",5,Daily,0.06,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Cleveland-Akron (Canton)",5,Daily,0.27,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Washington, DC (Hagrstwn)",5,Daily,0.33,0.06,2.8571428571429,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Baltimore,5,Daily,0.31,0.08,2,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Flint-Saginaw-Bay City",5,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Buffalo,5,Daily,0.08,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Cincinnati,5,Daily,0.19,0.07,10,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Erie,5,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Charlotte,5,Daily,0.47,0.11,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Greensboro-H.Point-W.Salem,5,Daily,0.35,0.06,6.0606060606061,3.030303030303,0.35,,,0.35,,0.35,,0.35,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Charleston, SC",5,Daily,0.12,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Augusta-Aiken,5,Daily,0.2,0.11,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Providence-New Bedford",5,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Columbus, GA (Opelika, Al)",5,Daily,0.03,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Atlanta,5,Daily,1.72,0.4,2.5,0.625,1.72,,,1.72,,1.72,,1.72,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Indianapolis,5,Daily,0.23,0.03,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Miami-Ft. Lauderdale",5,Daily,0.36,0.03,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Louisville,5,Daily,0.12,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Tallahassee-Thomasville,5,Daily,0.07,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Hartford & New Haven",5,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Orlando-Daytona Bch-Melbrn",5,Daily,0.21,0.06,10,,,,,,,,,,0,,,1,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Columbus, OH",5,Daily,0.23,0.08,7.1428571428571,3.5714285714286,0.23,,,0.23,,0.23,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Rochester, NY",5,Daily,0.02,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Tampa-St. Pete (Sarasota)",5,Daily,0.28,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Lexington,5,Daily,0.06,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Dayton,5,Daily,0.02,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Springfield-Holyoke,5,Daily,0.04,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Norfolk-Portsmth-Newpt Nws",5,Daily,0.33,0.07,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Columbia, SC",5,Daily,0.35,0.09,3.5714285714286,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Toledo,5,Daily,0.02,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"West Palm Beach-Ft. Pierce",5,Daily,0.17,0.03,11.764705882353,5.8823529411765,0.17,,,0.17,,0.17,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Wilmington,5,Daily,0.02,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
