"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Cost per Website Content Views (USD)","Cost per Website Checkout Initiated (USD)","Cost per Website Registration Completed (USD)","Cost per Website Lead (USD)","Cost per Website Search (USD)","Cost per Website Add to Wishlist (USD)","Cost per Page Like (USD)","Video Percentage Watched","Cost per 10-Second Video View (USD)","Post Reactions","Post Comments","Post Shares","Link Clicks","Website Registrations Completed","Website Leads","Website Purchases","Website Checkouts Initiated Conversion Value","Website Adds to Wishlist","Website Checkouts Initiated","Website Searches","Video Watches at 50%","Video Watches at 75%"
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Lansing,5,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Syracuse,5,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Richmond-Petersburg,5,Daily,0.15,0.05,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Knoxville,5,Daily,0.03,0.03,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Raleigh-Durham (Fayetvlle)",5,Daily,1.2,0.2,1.4705882352941,,,,,,,,,,0,,,,1,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Jacksonville,5,Daily,0.11,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Grand Rapids-Kalmzoo-B.Crk",5,Daily,0.04,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Ft. Myers-Naples",5,Daily,0.01,0,100,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Chattanooga,5,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"South Bend-Elkhart",5,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Gainesville,5,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Chicago,5,Daily,0.56,0.05,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Columbia-Jefferson City",5,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"St. Louis",5,Daily,0.16,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Shreveport,5,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Minneapolis-St. Paul",5,Daily,0.04,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Kansas City",5,Daily,0.11,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Milwaukee,5,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Houston,5,Daily,1.06,0.2,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"New Orleans",5,Daily,0.14,0.04,5,5,0.14,,,0.14,,0.14,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Dallas-Ft. Worth",5,Daily,0.82,0.19,5.4347826086957,1.0869565217391,0.82,,,,,,,0.82,0,,1,1,1,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Waco-Temple-Bryan,5,Daily,0.09,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Birmingham (Ann And Tusc)",5,Daily,0.32,0.1,3.2258064516129,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Odessa-Midland,5,Daily,0.02,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Austin,5,Daily,0.12,0.05,13.333333333333,6.6666666666667,0.12,,,0.12,,0.12,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Memphis,5,Daily,0.3,0.09,4.5454545454545,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"San Antonio",5,Daily,0.06,0.01,20,20,0.06,,,0.06,,0.03,,,0,,,,,1,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Lafayette, LA",5,Daily,0.07,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Oklahoma City",5,Daily,0.03,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Lubbock,5,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Nashville,5,Daily,0.34,0.09,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Madison,5,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Tulsa,5,Daily,0.09,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Wichita-Hutchinson Plus",5,Daily,0.02,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Mobile-Pensacola (Ft Walt)",5,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Huntsville-Decatur (Flor)",5,Daily,0.25,0.02,9.0909090909091,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Beaumont-Port Arthur",5,Daily,0.05,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Little Rock-Pine Bluff",5,Daily,0.12,0.02,13.04347826087,8.695652173913,0.06,,,0.04,,0.04,,,0,,,,,2,3,,,,,,3,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Montgomery-Selma,5,Daily,0.1,0.05,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Tyler-Longview(Lfkn&Ncgd),5,Daily,0.01,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Baton Rouge",5,Daily,0.15,0.04,5.8823529411765,5.8823529411765,0.15,,,,,0.15,,,0,,,,,1,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Jackson, MS",5,Daily,0.14,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Honolulu,5,Daily,0.01,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Denver,5,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Phoenix (Prescott)",5,Daily,0.29,0.04,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"El Paso (Las Cruces)",5,Daily,0.04,0.01,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Salt Lake City",5,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Los Angeles",5,Daily,0.63,0.11,1.3513513513514,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"San Francisco-Oak-San Jose",5,Daily,0.34,0.06,4,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Reno,5,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Seattle-Tacoma,5,Daily,0.19,0.05,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Portland, OR",5,Daily,0.07,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"San Diego",5,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Las Vegas",5,Daily,0.09,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,Sacramnto-Stkton-Modesto,5,Daily,0.22,0.02,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_AllPg_75kAccSeLaneReg,"Non-DMA Region",5,Daily,-0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"New York",7,Daily,4.06,0,0.418410041841,0.2092050209205,4.06,,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Macon,7,Daily,1.1,0,1.6949152542373,0.84745762711864,1.1,,,1.1,,1.1,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Philadelphia,7,Daily,1.26,0,1.0989010989011,0.73260073260073,0.63,,,1.26,,0.63,,,0,,,,,2,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Detroit,7,Daily,2.47,0,1.0948905109489,0.36496350364964,2.47,,,2.47,,2.47,,,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Boston (Manchester)",7,Daily,1.21,0,0.90909090909091,0.90909090909091,1.21,,,1.21,,1.21,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Savannah,7,Daily,1.13,0,0.88495575221239,0.88495575221239,1.13,,,1.13,,1.13,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Pittsburgh,7,Daily,0.47,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Ft. Wayne",7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Cleveland-Akron (Canton)",7,Daily,1.37,0,1.1299435028249,0.56497175141243,1.37,,,,,,,1.37,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Washington, DC (Hagrstwn)",7,Daily,1.69,0,0.98522167487685,0.98522167487685,0.845,,,1.69,,1.69,,,0,,,,,2,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Baltimore,7,Daily,1.75,0,2.1834061135371,1.7467248908297,0.4375,,,,,0.875,,,0,,,,,4,,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Flint-Saginaw-Bay City",7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Buffalo,7,Daily,0.76,0,3.125,1.5625,0.76,,,0.095,,0.76,,,0,,,,,1,8,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Cincinnati,7,Daily,1.8,0,5.2287581699346,3.2679738562092,0.36,,,0.25714285714286,,0.36,,,0,,2,,,5,7,,,,,,5,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Erie,7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Charlotte,7,Daily,4.57,0,1.3636363636364,0.90909090909091,1.1425,,,1.5233333333333,,1.1425,,,0,,,,,4,3,,,,,,4,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Greensboro-H.Point-W.Salem,7,Daily,3.12,0,2.3648648648649,0.33783783783784,3.12,,,3.12,,3.12,,3.12,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Charleston, SC",7,Daily,0.73,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Augusta-Aiken,7,Daily,0.62,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Providence-New Bedford",7,Daily,0.22,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Columbus, GA (Opelika, Al)",7,Daily,0.46,0,1.8181818181818,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Atlanta,7,Daily,10.85,0,0.80500894454383,0.53667262969589,1.8083333333333,,,1.35625,,1.8083333333333,,10.85,0,,,1,,6,8,,,,,,6,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Indianapolis,7,Daily,1.77,0,1.8957345971564,0.9478672985782,0.885,,,,,1.77,,,0,,,,,2,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Miami-Ft. Lauderdale",7,Daily,1.49,0,1.2931034482759,0.43103448275862,1.49,,,,,1.49,,,0,,,,,1,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Louisville,7,Daily,0.92,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Tallahassee-Thomasville,7,Daily,0.62,0,1.2048192771084,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Albany-Schenectady-Troy,7,Daily,0.11,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Hartford & New Haven",7,Daily,0.9,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Orlando-Daytona Bch-Melbrn",7,Daily,2.55,0,1.6460905349794,0.82304526748971,1.275,,,1.275,,1.275,,,0,,1,,,2,2,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Columbus, OH",7,Daily,1.92,0,2.7777777777778,1.6666666666667,0.64,,,0.384,,0.48,,,0,,,,,3,5,,,,,,4,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Rochester, NY",7,Daily,0.23,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Tampa-St. Pete (Sarasota)",7,Daily,1,0,2.4193548387097,0.80645161290323,1,1,,1,,0.5,,,0,,1,,,1,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Lexington,7,Daily,0.31,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Dayton,7,Daily,1.21,0,1.1111111111111,1.1111111111111,1.21,,,1.21,,1.21,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Springfield-Holyoke,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Norfolk-Portsmth-Newpt Nws",7,Daily,2.62,0,1.6129032258065,0.32258064516129,2.62,,,2.62,,0.87333333333333,,,0,,1,1,,1,1,,,,,,3,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Greenville-N.Bern-Washngtn,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Columbia, SC",7,Daily,0.95,0,0.58823529411765,0.58823529411765,0.95,,,0.95,,0.95,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Toledo,7,Daily,0.2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"West Palm Beach-Ft. Pierce",7,Daily,0.67,0,1.4925373134328,,,,,,,,,,0,,1,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Wilmington,7,Daily,0.15,0,3.3333333333333,3.3333333333333,0.15,,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Lansing,7,Daily,0.3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Syracuse,7,Daily,0.2,0,5,5,0.2,,,0.2,,0.066666666666667,,,0,,,,,1,1,,,,,,3,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Richmond-Petersburg,7,Daily,0.7,0,1.0752688172043,1.0752688172043,0.7,,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Knoxville,7,Daily,0.3,0,10,5,0.3,,,,,0.3,,,0,,,,,1,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Raleigh-Durham (Fayetvlle)",7,Daily,5.5,0,0.93896713615023,0.46948356807512,1.8333333333333,0.12222222222222,0.16666666666667,0.36666666666667,,0.19642857142857,1.8333333333333,,0,,1,,,3,15,,,330,3,33,28,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Jacksonville,7,Daily,1.06,0,0.68965517241379,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Grand Rapids-Kalmzoo-B.Crk",7,Daily,0.44,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Chattanooga,7,Daily,0.59,0,3.5087719298246,1.7543859649123,0.59,,,0.59,,0.59,,,0,,1,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Wilkes Barre-Scranton-Hztn",7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"South Bend-Elkhart",7,Daily,0.14,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Gainesville,7,Daily,0.22,0,6.25,3.125,0.22,,,0.22,,0.11,,,0,,,,,1,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Corpus Christi",7,Daily,0.15,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Chicago,7,Daily,6.74,0,1.5558698727016,0.56577086280057,1.685,,,1.685,,1.685,,3.37,0,,,,,4,4,,,,,,4,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Columbia-Jefferson City",7,Daily,0.09,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Topeka,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"St. Louis",7,Daily,1.9,0,1.2396694214876,0.82644628099174,0.95,,,1.9,,1.9,,,0,,1,,,2,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Rockford,7,Daily,0.05,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Shreveport,7,Daily,0.71,0,3.030303030303,1.5151515151515,0.71,,,0.71,,0.71,,,0,,,,,1,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Minneapolis-St. Paul",7,Daily,0.43,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Kansas City",7,Daily,0.76,0,1.25,1.25,0.76,,,,,0.76,,,0,,,,,1,,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Milwaukee,7,Daily,0.31,0,1.7857142857143,1.7857142857143,0.31,,,,,0.155,,,0,,,,,1,,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Houston,7,Daily,4.42,0,0.39370078740157,0.19685039370079,4.42,4.42,,,,,,,0,,,,,1,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Springfield, MO",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"New Orleans",7,Daily,0.71,0,0.82644628099174,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Dallas-Ft. Worth",7,Daily,4.18,0,1.8691588785047,0.5607476635514,1.3933333333333,,,4.18,,2.09,,,0,,3,,,3,1,,,,,,2,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Waco-Temple-Bryan,7,Daily,1.11,0,3.7974683544304,3.7974683544304,0.37,,,1.11,,1.11,,,0,,,,,3,1,,,,,,1,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Wichita Falls & Lawton",7,Daily,0.02,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Monroe-El Dorado",7,Daily,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,"Birmingham (Ann And Tusc)",7,Daily,3.31,0,1.5873015873016,0.95238095238095,1.1033333333333,,,1.1033333333333,,1.1033333333333,,3.31,0,,,,1,3,3,,,,,,3,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Odessa-Midland,7,Daily,0.07,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Amarillo,7,Daily,0.03,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Austin,7,Daily,0.9,0,1.0309278350515,,,,,,,,,,0,,,,,,,,,,,,,,
2017-06-21,2017-07-17,ProBook_xPg_SendLane2544hotreg,Harlingen-Wslco-Brnsvl-Mca,7,Daily,0.06,0,0,,,,,,,,,,0,,,,,,,,,,,,,,
